SID,CID,SCORE,TID,NAME,SEX,AGE,BIRTHDAY,DNAME,CLASS
200900132878,300026,79.0,100026,付海青,男,24.0,32463.0,国际教育学院,2008
200900132878,300024,69.0,100024,付海青,男,24.0,32463.0,国际教育学院,2008
200900132878,300034,94.0,100003,付海青,男,24.0,32463.0,国际教育学院,2008
200900132879,300015,60.0,100015,韩小凯,女,19.0,34091.0,软件学院,2005
200900132879,300019,87.0,100019,韩小凯,女,19.0,34091.0,软件学院,2005
200900132879,300004,81.0,100004,韩小凯,女,19.0,34091.0,软件学院,2005
200900132879,300017,66.0,100017,韩小凯,女,19.0,34091.0,软件学院,2005
200900132880,300028,90.0,100028,刘晋红,男,23.0,32535.0,公共卫生学院,2010
200900132880,300007,54.0,100007,刘晋红,男,23.0,32535.0,公共卫生学院,2010
200900132880,300025,73.0,100025,刘晋红,男,23.0,32535.0,公共卫生学院,2010
200900132880,300037,82.0,100006,刘晋红,男,23.0,32535.0,公共卫生学院,2010
200900132881,300024,76.0,100024,李厂,女,20.0,33631.0,外国语学院,2010
200900132881,300017,70.0,100017,李厂,女,20.0,33631.0,外国语学院,2010
200900132881,300040,56.0,100009,李厂,女,20.0,33631.0,外国语学院,2010
200900132881,300038,89.0,100007,李厂,女,20.0,33631.0,外国语学院,2010
200900132882,300029,98.0,100029,曹荣长,女,21.0,33256.0,生命科学学院,2007
200900132882,300012,60.0,100012,曹荣长,女,21.0,33256.0,生命科学学院,2007
200900132882,300002,81.0,100002,曹荣长,女,21.0,33256.0,生命科学学院,2007
200900132882,300034,65.0,100003,曹荣长,女,21.0,33256.0,生命科学学院,2007
200900132882,300014,73.0,100014,曹荣长,女,21.0,33256.0,生命科学学院,2007
200900132883,300029,85.0,100029,关茂,男,23.0,32820.0,医学院,2006
200900132883,300040,86.0,100009,关茂,男,23.0,32820.0,医学院,2006
200900132883,300035,76.0,100004,关茂,男,23.0,32820.0,医学院,2006
200900132883,300019,57.0,100019,关茂,男,23.0,32820.0,医学院,2006
200900132883,300003,90.0,100003,关茂,男,23.0,32820.0,医学院,2006
200900132884,300029,61.0,100029,李平山,女,24.0,32363.0,数学学院,2006
200900132884,300005,62.0,100005,李平山,女,24.0,32363.0,数学学院,2006
200900132884,300004,58.0,100004,李平山,女,24.0,32363.0,数学学院,2006
200900132884,300037,50.0,100006,李平山,女,24.0,32363.0,数学学院,2006
200900132884,300028,53.0,100028,李平山,女,24.0,32363.0,数学学院,2006
200900132885,300010,96.0,100010,李志忠,,18.0,34402.0,外国语学院,2009
200900132885,300036,60.0,100005,李志忠,,18.0,34402.0,外国语学院,2009
200900132885,300019,53.0,100019,李志忠,,18.0,34402.0,外国语学院,2009
200900132885,300016,79.0,100016,李志忠,,18.0,34402.0,外国语学院,2009
200900132885,300018,92.0,100018,李志忠,,18.0,34402.0,外国语学院,2009
200900132886,300001,74.0,100001,李婷婷,男,20.0,33869.0,经济学院,2008
200900132886,300036,68.0,100005,李婷婷,男,20.0,33869.0,经济学院,2008
200900132886,300018,52.0,100018,李婷婷,男,20.0,33869.0,经济学院,2008
200900132886,300031,91.0,100000,李婷婷,男,20.0,33869.0,经济学院,2008
200900132886,300005,69.0,100005,李婷婷,男,20.0,33869.0,经济学院,2008
200900132887,300008,98.0,100008,李志荣,男,18.0,34693.0,信息科学与工程学院,2007
200900132887,300020,74.0,100020,李志荣,男,18.0,34693.0,信息科学与工程学院,2007
200900132887,300004,90.0,100004,李志荣,男,18.0,34693.0,信息科学与工程学院,2007
200900132887,300038,67.0,100007,李志荣,男,18.0,34693.0,信息科学与工程学院,2007
200900132887,300040,65.0,100009,李志荣,男,18.0,34693.0,信息科学与工程学院,2007
200900132888,300010,54.0,100010,白芬玲,男,21.0,33543.0,马克思主义学院,2007
200900132888,300027,59.0,100027,白芬玲,男,21.0,33543.0,马克思主义学院,2007
200900132888,300031,87.0,100000,白芬玲,男,21.0,33543.0,马克思主义学院,2007
200900132888,300032,70.0,100001,白芬玲,男,21.0,33543.0,马克思主义学院,2007
200900132888,300018,57.0,100018,白芬玲,男,21.0,33543.0,马克思主义学院,2007
200900132889,300010,72.0,100010,雷永辉,女,22.0,33028.0,哲学与社会发展学院,2004
200900132889,300032,50.0,100001,雷永辉,女,22.0,33028.0,哲学与社会发展学院,2004
200900132889,300008,83.0,100008,雷永辉,女,22.0,33028.0,哲学与社会发展学院,2004
200900132889,300005,71.0,100005,雷永辉,女,22.0,33028.0,哲学与社会发展学院,2004
200900132889,300018,74.0,100018,雷永辉,女,22.0,33028.0,哲学与社会发展学院,2004
200900132890,300027,58.0,100027,董宁,,22.0,33048.0,数学学院,2011
200900132890,300007,82.0,100007,董宁,,22.0,33048.0,数学学院,2011
200900132890,300034,64.0,100003,董宁,,22.0,33048.0,数学学院,2011
200900132890,300011,93.0,100011,董宁,,22.0,33048.0,数学学院,2011
200900132890,300012,63.0,100012,董宁,,22.0,33048.0,数学学院,2011
200900132891,300005,72.0,100005,栗堂印,女,20.0,33868.0,法学院,2006
200900132891,300026,69.0,100026,栗堂印,女,20.0,33868.0,法学院,2006
200900132891,300013,58.0,100013,栗堂印,女,20.0,33868.0,法学院,2006
200900132891,300037,71.0,100006,栗堂印,女,20.0,33868.0,法学院,2006
200900132892,300012,74.0,100012,付金荣,男,22.0,33007.0,国际教育学院,2009
200900132892,300011,57.0,100011,付金荣,男,22.0,33007.0,国际教育学院,2009
200900132892,300037,78.0,100006,付金荣,男,22.0,33007.0,国际教育学院,2009
200900132892,300031,62.0,100000,付金荣,男,22.0,33007.0,国际教育学院,2009
200900132892,300029,54.0,100029,付金荣,男,22.0,33007.0,国际教育学院,2009
200900132893,300017,52.0,100017,陈志渊,,20.0,33613.0,化学与化工学院,2011
200900132893,300025,68.0,100025,陈志渊,,20.0,33613.0,化学与化工学院,2011
200900132893,300010,67.0,100010,陈志渊,,20.0,33613.0,化学与化工学院,2011
200900132893,300002,58.0,100002,陈志渊,,20.0,33613.0,化学与化工学院,2011
200900132893,300034,59.0,100003,陈志渊,,20.0,33613.0,化学与化工学院,2011
200900132894,300020,68.0,100020,冯玉堂,女,18.0,34531.0,生命科学学院,2010
200900132894,300040,85.0,100009,冯玉堂,女,18.0,34531.0,生命科学学院,2010
200900132894,300012,60.0,100012,冯玉堂,女,18.0,34531.0,生命科学学院,2010
200900132894,300010,97.0,100010,冯玉堂,女,18.0,34531.0,生命科学学院,2010
200900132894,300016,63.0,100016,冯玉堂,女,18.0,34531.0,生命科学学院,2010
200900132895,300032,92.0,100001,贾文龙,男,22.0,33123.0,艺术学院,2011
200900132895,300036,96.0,100005,贾文龙,男,22.0,33123.0,艺术学院,2011
200900132895,300012,99.0,100012,贾文龙,男,22.0,33123.0,艺术学院,2011
200900132895,300027,83.0,100027,贾文龙,男,22.0,33123.0,艺术学院,2011
200900132895,300009,94.0,100009,贾文龙,男,22.0,33123.0,艺术学院,2011
200900132896,300027,63.0,100027,胡春梅,男,18.0,34465.0,信息科学与工程学院,2005
200900132896,300014,83.0,100014,胡春梅,男,18.0,34465.0,信息科学与工程学院,2005
200900132896,300028,65.0,100028,胡春梅,男,18.0,34465.0,信息科学与工程学院,2005
200900132896,300019,74.0,100019,胡春梅,男,18.0,34465.0,信息科学与工程学院,2005
200900132896,300034,79.0,100003,胡春梅,男,18.0,34465.0,信息科学与工程学院,2005
200900132897,300028,67.0,100028,李丛,男,24.0,32212.0,艺术学院,2005
200900132897,300004,82.0,100004,李丛,男,24.0,32212.0,艺术学院,2005
200900132897,300017,84.0,100017,李丛,男,24.0,32212.0,艺术学院,2005
200900132897,300003,61.0,100003,李丛,男,24.0,32212.0,艺术学院,2005
200900132897,300009,70.0,100009,李丛,男,24.0,32212.0,艺术学院,2005
200900132898,300011,86.0,100011,梁苏彪,男,24.0,32192.0,医学院,2008
200900132898,300001,77.0,100001,梁苏彪,男,24.0,32192.0,医学院,2008
200900132898,300013,80.0,100013,梁苏彪,男,24.0,32192.0,医学院,2008
200900132898,300022,61.0,100022,梁苏彪,男,24.0,32192.0,医学院,2008
200900132899,300016,59.0,100016,弓秀萍,男,20.0,33854.0,生命科学学院,2007
200900132899,300040,72.0,100009,弓秀萍,男,20.0,33854.0,生命科学学院,2007
200900132899,300009,89.0,100009,弓秀萍,男,20.0,33854.0,生命科学学院,2007
200900132899,300021,86.0,100021,弓秀萍,男,20.0,33854.0,生命科学学院,2007
200900132899,300007,64.0,100007,弓秀萍,男,20.0,33854.0,生命科学学院,2007
200900132900,300015,54.0,100015,崔凯,女,24.0,32243.0,数学学院,2004
200900132900,300009,74.0,100009,崔凯,女,24.0,32243.0,数学学院,2004
200900132900,300030,57.0,100030,崔凯,女,24.0,32243.0,数学学院,2004
200900132900,300025,88.0,100025,崔凯,女,24.0,32243.0,数学学院,2004
200900132900,300001,57.0,100001,崔凯,女,24.0,32243.0,数学学院,2004
200900132901,300012,86.0,100012,常改珍,女,19.0,34190.0,外国语学院,2005
200900132901,300003,61.0,100003,常改珍,女,19.0,34190.0,外国语学院,2005
200900132901,300019,77.0,100019,常改珍,女,19.0,34190.0,外国语学院,2005
200900132901,300015,100.0,100015,常改珍,女,19.0,34190.0,外国语学院,2005
200900132901,300026,56.0,100026,常改珍,女,19.0,34190.0,外国语学院,2005
200900132902,300033,73.0,100002,贾志义,男,19.0,34251.0,管理学院,2005
200900132902,300034,83.0,100003,贾志义,男,19.0,34251.0,管理学院,2005
200900132902,300005,73.0,100005,贾志义,男,19.0,34251.0,管理学院,2005
200900132902,300001,86.0,100001,贾志义,男,19.0,34251.0,管理学院,2005
200900132902,300038,80.0,100007,贾志义,男,19.0,34251.0,管理学院,2005
200900132903,300027,92.0,100027,刘进,女,18.0,34458.0,数学学院,2007
200900132903,300014,62.0,100014,刘进,女,18.0,34458.0,数学学院,2007
200900132903,300006,59.0,100006,刘进,女,18.0,34458.0,数学学院,2007
200900132903,300033,73.0,100002,刘进,女,18.0,34458.0,数学学院,2007
200900132903,300031,79.0,100000,刘进,女,18.0,34458.0,数学学院,2007
200900132904,300022,62.0,100022,冯利儿,男,18.0,34383.0,管理学院,2011
200900132904,300034,67.0,100003,冯利儿,男,18.0,34383.0,管理学院,2011
200900132904,300025,72.0,100025,冯利儿,男,18.0,34383.0,管理学院,2011
200900132904,300026,79.0,100026,冯利儿,男,18.0,34383.0,管理学院,2011
200900132904,300032,80.0,100001,冯利儿,男,18.0,34383.0,管理学院,2011
200900132905,300023,68.0,100023,侯登峰,,24.0,32425.0,物理学院,2010
200900132905,300037,61.0,100006,侯登峰,,24.0,32425.0,物理学院,2010
200900132905,300007,76.0,100007,侯登峰,,24.0,32425.0,物理学院,2010
200900132905,300032,83.0,100001,侯登峰,,24.0,32425.0,物理学院,2010
200900132906,300021,97.0,100021,李慧泉,男,20.0,33896.0,历史文化学院,2011
200900132906,300023,63.0,100023,李慧泉,男,20.0,33896.0,历史文化学院,2011
200900132906,300008,69.0,100008,李慧泉,男,20.0,33896.0,历史文化学院,2011
200900132906,300010,76.0,100010,李慧泉,男,20.0,33896.0,历史文化学院,2011
200900132906,300018,68.0,100018,李慧泉,男,20.0,33896.0,历史文化学院,2011
200900132907,300015,97.0,100015,陈炎,男,19.0,34283.0,法学院,2008
200900132907,300024,79.0,100024,陈炎,男,19.0,34283.0,法学院,2008
200900132907,300002,92.0,100002,陈炎,男,19.0,34283.0,法学院,2008
200900132907,300036,92.0,100005,陈炎,男,19.0,34283.0,法学院,2008
200900132907,300008,58.0,100008,陈炎,男,19.0,34283.0,法学院,2008
200900132908,300015,89.0,100015,刘宝明,女,22.0,33152.0,管理学院,2006
200900132908,300033,79.0,100002,刘宝明,女,22.0,33152.0,管理学院,2006
200900132908,300007,94.0,100007,刘宝明,女,22.0,33152.0,管理学院,2006
200900132908,300022,71.0,100022,刘宝明,女,22.0,33152.0,管理学院,2006
200900132908,300038,67.0,100007,刘宝明,女,22.0,33152.0,管理学院,2006
200900132909,300020,83.0,100020,鲍秀萍,男,20.0,33748.0,数学学院,2007
200900132909,300029,87.0,100029,鲍秀萍,男,20.0,33748.0,数学学院,2007
200900132909,300034,94.0,100003,鲍秀萍,男,20.0,33748.0,数学学院,2007
200900132909,300021,81.0,100021,鲍秀萍,男,20.0,33748.0,数学学院,2007
200900132909,300024,82.0,100024,鲍秀萍,男,20.0,33748.0,数学学院,2007
200900132910,300021,86.0,100021,曹海云,男,18.0,34417.0,物理学院,2005
200900132910,300024,93.0,100024,曹海云,男,18.0,34417.0,物理学院,2005
200900132910,300009,80.0,100009,曹海云,男,18.0,34417.0,物理学院,2005
200900132910,300003,65.0,100003,曹海云,男,18.0,34417.0,物理学院,2005
200900132910,300018,60.0,100018,曹海云,男,18.0,34417.0,物理学院,2005
200900132911,300010,61.0,100010,樊庭瑞,男,19.0,34071.0,法学院,2007
200900132911,300032,80.0,100001,樊庭瑞,男,19.0,34071.0,法学院,2007
200900132911,300002,83.0,100002,樊庭瑞,男,19.0,34071.0,法学院,2007
200900132911,300025,90.0,100025,樊庭瑞,男,19.0,34071.0,法学院,2007
200900132911,300027,70.0,100027,樊庭瑞,男,19.0,34071.0,法学院,2007
200900132912,300122,60.0,100002,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300011,60.0,100001,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300016,75.0,100016,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300038,127.0,100127,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300126,128.0,100128,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300065,129.0,100129,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300042,130.0,100130,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300010,131.0,100131,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300091,132.0,100132,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300021,133.0,100133,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300139,134.0,100134,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300123,135.0,100135,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300063,118.0,100118,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300083,60.0,100007,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300081,60.0,100008,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300119,60.0,100009,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300071,60.0,100010,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300022,60.0,100011,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300089,60.0,100012,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300095,60.0,100013,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300029,60.0,100014,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300124,60.0,100015,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300025,60.0,100016,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300112,60.0,100017,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300005,60.0,100018,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300115,126.0,100126,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300096,125.0,100125,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300055,124.0,100124,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300006,123.0,100123,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300008,122.0,100122,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300098,121.0,100121,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300049,120.0,100120,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300134,119.0,100119,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300058,111.0,100111,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300024,112.0,100112,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300009,113.0,100113,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300020,100.0,100100,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300033,99.0,100099,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300039,98.0,100098,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300003,97.0,100097,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300088,96.0,100096,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300101,95.0,100095,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300107,94.0,100094,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300056,93.0,100093,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300128,92.0,100092,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300106,91.0,100091,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300087,90.0,100090,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300047,89.0,100089,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300050,88.0,100088,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300035,87.0,100087,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300125,86.0,100086,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300061,85.0,100085,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300076,84.0,100084,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300067,83.0,100083,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300072,82.0,100082,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300131,81.0,100081,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300068,80.0,100080,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300137,79.0,100079,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300094,78.0,100078,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300057,77.0,100077,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300044,76.0,100076,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300118,75.0,100075,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300066,74.0,100074,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300036,73.0,100073,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300077,72.0,100072,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300121,71.0,100071,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300097,70.0,100070,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300080,69.0,100069,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300053,68.0,100068,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300114,67.0,100067,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300110,66.0,100066,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300034,65.0,100065,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300138,64.0,100064,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300079,63.0,100063,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300140,62.0,100062,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300104,61.0,100061,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300046,60.0,100060,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300109,60.0,100059,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300130,60.0,100058,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300099,60.0,100057,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300136,60.0,100056,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300014,60.0,100055,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300017,60.0,100054,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300073,60.0,100053,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300075,60.0,100052,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300030,60.0,100051,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300113,60.0,100050,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300086,60.0,100049,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300078,60.0,100048,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300062,60.0,100047,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300074,60.0,100046,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300127,60.0,100045,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300015,60.0,100044,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300103,60.0,100043,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300092,60.0,100042,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300105,60.0,100041,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300108,60.0,100040,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300051,60.0,100039,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300012,60.0,100038,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300027,60.0,100037,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300090,60.0,100036,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300045,60.0,100035,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300100,60.0,100034,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300031,60.0,100033,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300070,60.0,100032,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300059,60.0,100031,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300001,60.0,100030,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300054,114.0,100114,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300026,60.0,100028,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300040,60.0,100027,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300041,60.0,100026,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300111,60.0,100025,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300093,60.0,100024,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300082,60.0,100023,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300102,60.0,100022,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300019,60.0,100021,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300129,60.0,100020,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300002,60.0,100019,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300004,76.0,100004,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300032,60.0,100001,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300037,64.0,100006,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300007,91.0,100007,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300048,115.0,100115,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300069,116.0,100116,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300133,117.0,100117,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300018,110.0,100110,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300132,109.0,100109,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300116,108.0,100108,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300064,107.0,100107,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300117,106.0,100106,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300023,105.0,100105,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300084,104.0,100104,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300060,60.0,100029,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300043,101.0,100101,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300052,103.0,100103,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300120,102.0,100102,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300028,60.0,100006,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300085,60.0,100005,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300013,60.0,100004,金明,女,20.0,33675.0,艺术学院,2004
200900132912,300135,60.0,100003,金明,女,20.0,33675.0,艺术学院,2004
200900132913,300012,72.0,100012,刘建伟,,18.0,34491.0,生命科学学院,2007
200900132913,300031,83.0,100000,刘建伟,,18.0,34491.0,生命科学学院,2007
200900132913,300035,95.0,100004,刘建伟,,18.0,34491.0,生命科学学院,2007
200900132913,300024,79.0,100024,刘建伟,,18.0,34491.0,生命科学学院,2007
200900132913,300015,57.0,100015,刘建伟,,18.0,34491.0,生命科学学院,2007
200900132914,300021,57.0,100021,晋润生,,19.0,34308.0,医学院,2011
200900132914,300018,79.0,100018,晋润生,,19.0,34308.0,医学院,2011
200900132914,300004,61.0,100004,晋润生,,19.0,34308.0,医学院,2011
200900132914,300036,82.0,100005,晋润生,,19.0,34308.0,医学院,2011
200900132915,300017,81.0,100017,何薇,,18.0,34625.0,数学学院,2011
200900132915,300014,78.0,100014,何薇,,18.0,34625.0,数学学院,2011
200900132915,300024,54.0,100024,何薇,,18.0,34625.0,数学学院,2011
200900132915,300019,68.0,100019,何薇,,18.0,34625.0,数学学院,2011
200900132915,300039,86.0,100008,何薇,,18.0,34625.0,数学学院,2011
200900132916,300005,95.0,100005,刘福才,女,22.0,33189.0,法学院,2010
200900132916,300006,77.0,100006,刘福才,女,22.0,33189.0,法学院,2010
200900132916,300002,55.0,100002,刘福才,女,22.0,33189.0,法学院,2010
200900132916,300034,83.0,100003,刘福才,女,22.0,33189.0,法学院,2010
200900132916,300010,60.0,100010,刘福才,女,22.0,33189.0,法学院,2010
200900132917,300034,54.0,100003,郭海斌,男,18.0,34336.0,外国语学院,2007
200900132917,300001,91.0,100001,郭海斌,男,18.0,34336.0,外国语学院,2007
200900132917,300028,72.0,100028,郭海斌,男,18.0,34336.0,外国语学院,2007
200900132917,300015,65.0,100015,郭海斌,男,18.0,34336.0,外国语学院,2007
200900132917,300039,74.0,100008,郭海斌,男,18.0,34336.0,外国语学院,2007
200900132918,300015,71.0,100015,康志强,男,20.0,33673.0,外国语学院,2005
200900132918,300022,82.0,100022,康志强,男,20.0,33673.0,外国语学院,2005
200900132918,300010,67.0,100010,康志强,男,20.0,33673.0,外国语学院,2005
200900132918,300012,84.0,100012,康志强,男,20.0,33673.0,外国语学院,2005
200900132919,300036,90.0,100005,黄增瑞,女,24.0,32243.0,国际教育学院,2008
200900132919,300021,93.0,100021,黄增瑞,女,24.0,32243.0,国际教育学院,2008
200900132919,300015,67.0,100015,黄增瑞,女,24.0,32243.0,国际教育学院,2008
200900132919,300024,84.0,100024,黄增瑞,女,24.0,32243.0,国际教育学院,2008
200900132919,300033,53.0,100002,黄增瑞,女,24.0,32243.0,国际教育学院,2008
200900132920,300009,60.0,100009,雷艳芳,女,18.0,34621.0,公共卫生学院,2010
200900132920,300027,87.0,100027,雷艳芳,女,18.0,34621.0,公共卫生学院,2010
200900132920,300031,91.0,100000,雷艳芳,女,18.0,34621.0,公共卫生学院,2010
200900132920,300030,100.0,100030,雷艳芳,女,18.0,34621.0,公共卫生学院,2010
200900132920,300016,65.0,100016,雷艳芳,女,18.0,34621.0,公共卫生学院,2010
200900132921,300035,83.0,100004,李全则,女,19.0,34310.0,历史文化学院,2009
200900132921,300029,97.0,100029,李全则,女,19.0,34310.0,历史文化学院,2009
200900132921,300009,74.0,100009,李全则,女,19.0,34310.0,历史文化学院,2009
200900132921,300037,62.0,100006,李全则,女,19.0,34310.0,历史文化学院,2009
200900132921,300006,68.0,100006,李全则,女,19.0,34310.0,历史文化学院,2009
200900132922,300022,58.0,100022,李玉龙,男,22.0,33055.0,软件学院,2006
200900132922,300015,50.0,100015,李玉龙,男,22.0,33055.0,软件学院,2006
200900132922,300038,61.0,100007,李玉龙,男,22.0,33055.0,软件学院,2006
200900132922,300003,81.0,100003,李玉龙,男,22.0,33055.0,软件学院,2006
200900132922,300028,72.0,100028,李玉龙,男,22.0,33055.0,软件学院,2006
200900132923,300020,89.0,100020,刘继恩,,19.0,34236.0,法学院,2011
200900132923,300017,98.0,100017,刘继恩,,19.0,34236.0,法学院,2011
200900132923,300011,54.0,100011,刘继恩,,19.0,34236.0,法学院,2011
