SID,NAME,SEX,AGE,BIRTHDAY,DNAME,CLASS
200900133483,曹改珍,女,18.0,34459.0,马克思主义学院,2010
200900133484,霍建伟,男,21.0,33400.0,法学院,2009
200900133485,李变柱,男,23.0,32735.0,马克思主义学院,2008
200900133486,崔新亮,女,23.0,32569.0,医学院,2006
200900133487,李振杰,,18.0,34641.0,环境科学与工程学院,2007
200900133488,刘国芳,女,24.0,32213.0,法学院,2009
200900133489,康玉萍,女,19.0,34293.0,,2010
200900133490,高文军,男,22.0,32950.0,国际教育学院,2008
200900133491,贾春梅,男,24.0,32225.0,法学院,2008
200900133492,白富蝉,男,19.0,34163.0,计算机科学与技术学院,2004
200900133493,康峰如,男,21.0,33424.0,化学与化工学院,2010
200900133494,樊旭敏,男,24.0,32218.0,马克思主义学院,2004
200900133495,刘利珍,男,24.0,32165.0,,2011
200900133496,曹翠勤,,19.0,34202.0,经济学院,2009
200900133497,李建平,男,22.0,32928.0,法学院,2009
200900133498,梁卫忠,男,18.0,34511.0,数学学院,2007
200900133499,梁征,女,21.0,33470.0,法学院,2008
200900133500,白小兰,女,20.0,33928.0,生命科学学院,2011
200900133501,郝武生,男,20.0,33931.0,数学学院,2006
200900133502,陈军,,19.0,34106.0,环境科学与工程学院,2011
200900133503,贾忠孝,男,18.0,34558.0,化学与化工学院,2009
200900133504,李峰,男,23.0,32656.0,环境科学与工程学院,2008
200900133505,高洪烈,男,18.0,34346.0,法学院,2009
200900133506,林斌,男,19.0,34140.0,国际教育学院,2011
200900133507,郎成义,女,22.0,33121.0,软件学院,2004
200900133508,康军,男,23.0,32606.0,经济学院,2010
200900133509,崔国利,男,24.0,32365.0,信息科学与工程学院,2006
200900133510,兰田春,男,24.0,32364.0,公共卫生学院,2005
200900133511,李孝成,女,20.0,33750.0,马克思主义学院,2009
200900133512,郭宽红,男,21.0,33582.0,国际教育学院,2006
200900133513,李峰,男,18.0,34402.0,哲学与社会发展学院,2011
200900133514,程明明,男,19.0,34136.0,艺术学院,2004
200900133515,高云,,21.0,33519.0,化学与化工学院,2006
200900133516,郝卫兵,女,18.0,34441.0,数学学院,2007
200900133517,韩建贵,男,18.0,34569.0,计算机科学与技术学院,2004
200900133518,胡正柱,男,21.0,33337.0,管理学院,2011
200900133519,李俊义,男,21.0,33334.0,公共卫生学院,2007
200900133520,梁全胜,女,19.0,34078.0,,2007
200900133521,樊贵明,男,19.0,34023.0,马克思主义学院,2006
200900133522,郝建田,女,19.0,34128.0,哲学与社会发展学院,2008
200900133523,梁露露,男,19.0,33976.0,管理学院,2004
200900133524,靳俊伟,女,22.0,33004.0,马克思主义学院,2008
200900133525,郝春海,男,19.0,33971.0,艺术学院,2006
200900133526,高建明,男,19.0,34092.0,哲学与社会发展学院,2007
200900133527,李振晋,女,21.0,33386.0,化学与化工学院,2009
200900133528,高玲花,男,18.0,34651.0,哲学与社会发展学院,2009
200900133529,候毅红,男,20.0,33720.0,数学学院,2007
200900133530,李立铭,女,22.0,33179.0,管理学院,2008
200900133531,高弟宽,女,22.0,32895.0,数学学院,2004
200900133532,白建峰,男,19.0,34292.0,物理学院,2008
200900133533,韩玉滔,女,23.0,32599.0,艺术学院,2004
200900133534,姜兴旺,女,18.0,34398.0,计算机科学与技术学院,2004
200900133535,姜建萍,男,20.0,33670.0,历史文化学院,2008
200900133536,李海亮,男,20.0,33871.0,管理学院,2011
200900133537,蔡晋东,女,22.0,33032.0,计算机科学与技术学院,2011
200900133538,刘爱军,女,20.0,33799.0,马克思主义学院,2005
200900133539,杜经霜,男,18.0,34447.0,马克思主义学院,2008
200900133540,李玉印,女,19.0,33980.0,,2010
200900133541,刘剑,女,20.0,33726.0,艺术学院,2007
200900133542,李贵宏,,21.0,33333.0,艺术学院,2010
200900133543,刘娥,男,22.0,33117.0,经济学院,2009
200900133544,李楠,女,23.0,32830.0,管理学院,2008
200900133545,刘建平,女,21.0,33321.0,法学院,2006
200900133546,李海倩,男,19.0,34055.0,计算机科学与技术学院,2005
200900133547,郝建芳,,21.0,33386.0,,2004
200900133548,李智原,男,18.0,34476.0,经济学院,2007
200900133549,高鸿刚,,18.0,34456.0,计算机科学与技术学院,2008
200900133550,刘建平,男,18.0,34517.0,医学院,2007
200900133551,梁花成,男,22.0,32982.0,马克思主义学院,2006
200900133552,安二贤,女,18.0,34415.0,生命科学学院,2011
200900133553,李有明,女,22.0,33017.0,信息科学与工程学院,2007
200900133554,刘金刚,男,23.0,32813.0,数学学院,2006
200900133555,郭建军,男,22.0,33021.0,哲学与社会发展学院,2010
200900133556,李兴尧,女,20.0,33909.0,管理学院,2008
200900133557,郭泰庚,女,23.0,32788.0,公共卫生学院,2007
200900133558,胡东风,男,18.0,34352.0,公共卫生学院,2009
200900133559,梁传录,,24.0,32295.0,公共卫生学院,2004
200900133561,高福生,女,20.0,33650.0,化学与化工学院,2008
200900133562,郭建光,女,22.0,33171.0,软件学院,2008
200900133563,康革新,女,18.0,34656.0,哲学与社会发展学院,2006
200900133565,崔根祥,女,18.0,34683.0,哲学与社会发展学院,2009
200900133566,刘江琴,男,21.0,33500.0,化学与化工学院,2004
200900133567,李新,男,18.0,34682.0,生命科学学院,2008
200900133569,郭路兵,女,20.0,33883.0,历史文化学院,2006
200900133570,李鹏,男,18.0,34590.0,外国语学院,2011
200900133571,曹春菊,女,20.0,33895.0,公共卫生学院,2008
200900133573,栗华,女,19.0,34178.0,计算机科学与技术学院,2004
200900133574,丁木亮,男,24.0,32213.0,历史文化学院,2007
200900133575,李卫兵,女,23.0,32685.0,数学学院,2006
200900133576,冯建海,男,20.0,33659.0,法学院,2009
200900133577,刘长元,男,23.0,32835.0,物理学院,2010
200900133579,陈秀荣,女,24.0,32275.0,环境科学与工程学院,2006
200900133580,郝建秀,女,21.0,33310.0,公共卫生学院,2008
200900133581,胡浩,女,21.0,33459.0,管理学院,2007
200900133583,郝晨芳,男,24.0,32483.0,经济学院,2009
200900133584,高贵喜,女,23.0,32699.0,软件学院,2009
200900133585,赫广立,女,19.0,34090.0,环境科学与工程学院,2010
200900133587,程秀伦,女,23.0,32574.0,物理学院,2004
200900133588,雷庆春,女,23.0,32813.0,公共卫生学院,2010
200900133589,吉文成,,20.0,33656.0,公共卫生学院,2007
200900133590,焦晋伟,,24.0,32334.0,数学学院,2010
200900133591,边喜平,,22.0,33126.0,历史文化学院,2009
200900133593,黄小平,男,21.0,33288.0,管理学院,2007
200900133594,高春梅,男,22.0,33188.0,生命科学学院,2007
200900133595,化金锁,,20.0,33855.0,公共卫生学院,2008
200900133596,刘连生,男,19.0,34229.0,化学与化工学院,2009
200900133598,李毅,男,20.0,33686.0,外国语学院,2006
200900133599,高丽云,女,19.0,34123.0,国际教育学院,2008
200900133600,和过继,男,24.0,32241.0,软件学院,2010
200900133601,李锁五,男,24.0,32309.0,公共卫生学院,2007
200900133603,白文秀,女,19.0,33971.0,外国语学院,2011
200900133604,何二宝,男,22.0,33161.0,软件学院,2006
200900133605,侯秀利,女,20.0,33645.0,物理学院,2006
200900133606,谷保平,男,20.0,33627.0,信息科学与工程学院,2011
200900133608,郭书生,女,20.0,33673.0,法学院,2006
200900133609,韩灵媛,男,22.0,32983.0,国际教育学院,2009
200900133610,李俊华,男,22.0,33219.0,管理学院,2005
200900133611,管明明,男,19.0,34034.0,环境科学与工程学院,2005
200900133612,代力强,男,18.0,34347.0,,2011
200900133614,焦亚辉,男,19.0,34156.0,信息科学与工程学院,2006
200900133615,李妙录,,22.0,33185.0,计算机科学与技术学院,2010
200900133617,耿占平,女,19.0,34317.0,环境科学与工程学院,2008
200900133618,郭艳飞,女,21.0,33566.0,医学院,2011
200900133619,郭进齐,,21.0,33299.0,外国语学院,2008
200900133620,韩柱,男,20.0,33705.0,化学与化工学院,2006
200900133622,郝敏,男,21.0,33583.0,数学学院,2010
200900133623,贺银泉,,19.0,34213.0,生命科学学院,2004
200900133624,栗伟红,男,21.0,33256.0,外国语学院,2010
200900133625,梁守丽,男,23.0,32585.0,医学院,2006
200900133626,何百顺,女,23.0,32863.0,,2010
200900133628,胡爱萍,男,24.0,32401.0,,2004
200900133629,郭志强,男,20.0,33788.0,软件学院,2007
200900133630,付心言,女,19.0,34283.0,哲学与社会发展学院,2005
200900133631,白景峰,男,20.0,33874.0,生命科学学院,2009
200900133632,陈大朝,,23.0,32586.0,环境科学与工程学院,2006
200900133634,崔桂娥,,20.0,33620.0,公共卫生学院,2008
200900133635,董海亮,男,19.0,33974.0,化学与化工学院,2006
200900133636,冯利军,,20.0,33855.0,经济学院,2010
200900133638,李桂萍,女,24.0,32151.0,经济学院,2007
200900133639,曹云勤,女,23.0,32668.0,数学学院,2009
200900133640,崔明军,,20.0,33921.0,马克思主义学院,2011
200900133641,李祥军,女,21.0,33295.0,管理学院,2008
200900133642,高清章,男,20.0,33688.0,法学院,2010
200900133643,高健,男,22.0,33067.0,物理学院,2006
200900133644,郭红霞,女,19.0,34300.0,物理学院,2007
200900133645,郭永胜,男,23.0,32567.0,管理学院,2007
200900133646,杜金凤,女,23.0,32816.0,外国语学院,2011
200900133647,李江苏,男,22.0,33233.0,物理学院,2011
200900133648,李红英,女,23.0,32701.0,软件学院,2011
200900133649,李艳萍,男,20.0,33777.0,,2005
200900133650,丁眉兰,,22.0,33225.0,化学与化工学院,2008
200900133651,李振荣,男,22.0,32926.0,历史文化学院,2009
200900133652,白素梅,,20.0,33923.0,管理学院,2007
200900133653,陈家荣,女,24.0,32422.0,软件学院,2006
200900133654,封伟,男,18.0,34547.0,计算机科学与技术学院,2008
200900133655,李茂生,,19.0,34286.0,历史文化学院,2009
200900133656,韩亮亮,女,23.0,32782.0,数学学院,2006
200900133657,李兴奎,女,20.0,33625.0,国际教育学院,2010
200900133658,李振河,女,20.0,33957.0,管理学院,2005
200900133659,崔孝宁,女,23.0,32560.0,医学院,2005
200900133660,何占普,男,20.0,33668.0,艺术学院,2007
200900133661,韩政委,男,20.0,33797.0,公共卫生学院,2008
200900133662,李宏,女,18.0,34376.0,艺术学院,2011
200900133663,贺永霞,男,21.0,33279.0,数学学院,2005
200900133664,刘建国,男,20.0,33903.0,计算机科学与技术学院,2006
200900133665,梁晓欢,女,24.0,32168.0,数学学院,2004
200900133666,刘飞,女,23.0,32859.0,物理学院,2006
200900133667,胡柏荣,女,19.0,34282.0,马克思主义学院,2011
200900133668,刘慧艳,女,19.0,34037.0,哲学与社会发展学院,2004
200900133669,陈秀全,,18.0,34337.0,,2007
200900133670,刘冰洁,女,23.0,32527.0,医学院,2010
200900133671,翟康毅,男,23.0,32524.0,化学与化工学院,2005
200900133672,李振扬,女,23.0,32793.0,管理学院,2007
200900133673,付伟,男,22.0,33095.0,环境科学与工程学院,2010
200900133674,李战清,男,21.0,33274.0,国际教育学院,2008
200900133675,雷东亮,男,23.0,32595.0,哲学与社会发展学院,2010
200900133676,安俊伟,女,24.0,32270.0,信息科学与工程学院,2010
200900133677,高培林,,22.0,33216.0,历史文化学院,2010
200900133678,韩兆斌,男,20.0,33628.0,,2005
200900133679,郝文彦,女,19.0,34289.0,计算机科学与技术学院,2006
200900133680,李永华,男,21.0,33405.0,生命科学学院,2005
200900133681,冯良波,女,18.0,34656.0,化学与化工学院,2009
200900133682,季遵强,,23.0,32617.0,计算机科学与技术学院,2006
200900133683,郭英才,,21.0,33437.0,,2011
200900133684,梁志强,女,20.0,33941.0,法学院,2005
200900133685,常锋锋,女,23.0,32714.0,历史文化学院,2008
200900133686,靳吉平,男,20.0,33882.0,法学院,2010
200900133687,李晓晋,男,18.0,34582.0,信息科学与工程学院,2011
200900133688,刘俊清,男,24.0,32150.0,艺术学院,2011
200900133689,陈军,男,20.0,33623.0,环境科学与工程学院,2009
200900133690,宫计平,女,22.0,33234.0,经济学院,2006
200900133691,李官厅,男,20.0,33743.0,生命科学学院,2005
200900133692,董林国,,21.0,33254.0,信息科学与工程学院,2009
200900133693,刘爱民,男,21.0,33594.0,,2010
200900133694,蔡正顺,女,19.0,34142.0,计算机科学与技术学院,2008
200900133695,郭月萍,男,24.0,32272.0,化学与化工学院,2004
200900133697,李银花,女,23.0,32648.0,软件学院,2011
200900133698,冯明明,女,22.0,33044.0,管理学院,2011
200900133699,郭二林,男,21.0,33528.0,外国语学院,2011
200900133700,李靖,男,24.0,32152.0,软件学院,2008
200900133701,刘国明,女,24.0,32469.0,信息科学与工程学院,2005
200900133702,郝晓燕,女,19.0,34086.0,外国语学院,2010
200900133703,寇玉喜,男,20.0,33932.0,艺术学院,2010
200900133704,崔丽霞,女,22.0,33079.0,信息科学与工程学院,2008
200900133705,段翠莲,男,24.0,32498.0,数学学院,2006
200900133706,樊正青,女,22.0,33136.0,化学与化工学院,2007
200900133707,段俊忠,女,24.0,32483.0,经济学院,2010
200900133708,杜丽娟,女,20.0,33657.0,物理学院,2005
200900133709,高慧敏,男,19.0,34305.0,软件学院,2011
200900133710,霍晋保,女,19.0,34175.0,艺术学院,2009
200900133711,白改莲,男,21.0,33536.0,外国语学院,2007
200900133712,陈金力,男,23.0,32697.0,数学学院,2005
200900133713,常亮,,23.0,32647.0,外国语学院,2009
200900133714,高阳,男,21.0,33317.0,物理学院,2010
200900133715,陈毓志,男,20.0,33745.0,艺术学院,2010
200900133716,敬成礼,男,21.0,33434.0,物理学院,2007
200900133717,高巧云,女,18.0,34489.0,环境科学与工程学院,2007
200900133718,胡俊来,男,18.0,34517.0,数学学院,2008
200900133719,贾艳辉,女,18.0,34374.0,哲学与社会发展学院,2008
200900133720,李元明,男,21.0,33599.0,医学院,2007
200900133721,崔胜德,,19.0,34325.0,历史文化学院,2011
200900133722,范贵红,女,22.0,33091.0,管理学院,2004
200900133723,韩利军,女,18.0,34617.0,国际教育学院,2004
200900133724,黄海涛,女,22.0,33216.0,软件学院,2010
200900133726,胡柱芳,女,22.0,33025.0,化学与化工学院,2011
200900133727,董马成,女,22.0,33076.0,物理学院,2011
200900133728,李润珍,男,23.0,32543.0,物理学院,2004
200900133729,陈钰,女,21.0,33434.0,艺术学院,2010
200900133730,李健,女,19.0,34216.0,公共卫生学院,2010
200900133732,李福元,女,24.0,32273.0,环境科学与工程学院,2007
200900133733,韩富生,女,22.0,33156.0,管理学院,2010
200900133734,梁杰,男,21.0,33392.0,软件学院,2009
200900133735,李蓉,女,20.0,33856.0,国际教育学院,2004
200900133737,郭希君,男,24.0,32151.0,计算机科学与技术学院,2009
200900133738,李涛,女,22.0,32906.0,信息科学与工程学院,2004
200900133740,胡慧,女,23.0,32867.0,生命科学学院,2008
200900133741,贺春林,男,24.0,32243.0,物理学院,2004
200900133742,白伟,女,19.0,34044.0,计算机科学与技术学院,2007
200900133744,和秀庭,男,18.0,34472.0,环境科学与工程学院,2007
200900133745,李巧玲,,22.0,32990.0,计算机科学与技术学院,2009
200900133747,连晓明,女,24.0,32359.0,法学院,2006
200900133748,韩斌,男,22.0,33078.0,生命科学学院,2011
200900133749,侯瑞霞,,18.0,34382.0,化学与化工学院,2011
200900133750,刘杰,,23.0,32509.0,物理学院,2011
200900133752,郭宋飞,女,23.0,32699.0,,2004
200900133753,高云山,女,24.0,32192.0,外国语学院,2006
200900133754,李高明,女,23.0,32533.0,化学与化工学院,2011
200900133755,李俊英,女,21.0,33241.0,国际教育学院,2005
200900133757,冯平旺,,20.0,33767.0,软件学院,2011
200900133758,郝玉峰,男,18.0,34631.0,哲学与社会发展学院,2010
200900133759,李君,男,19.0,34155.0,外国语学院,2004
200900133760,白建峰,女,23.0,32663.0,国际教育学院,2004
200900133762,白双平,女,24.0,32500.0,物理学院,2006
200900133763,杜伟,女,24.0,32430.0,马克思主义学院,2004
200900133764,郭兵中,男,18.0,34373.0,历史文化学院,2007
200900133765,胡正好,女,18.0,34445.0,数学学院,2010
200900133767,郝海龙,,23.0,32835.0,化学与化工学院,2004
200900133768,安改珍,男,20.0,33653.0,哲学与社会发展学院,2009
200900133769,韩博,女,21.0,33430.0,公共卫生学院,2010
200900133771,李林,男,24.0,32237.0,经济学院,2004
200900133772,李小兵,女,24.0,32158.0,法学院,2009
200900133773,李燕斌,女,18.0,34369.0,艺术学院,2007
200900133774,冯雪芳,男,22.0,32968.0,物理学院,2005
200900133775,郭录录,男,19.0,34138.0,法学院,2005
200900133776,李清时,,18.0,34494.0,生命科学学院,2004
200900133778,董亮清,,20.0,33626.0,法学院,2009
200900133779,刘德健,男,22.0,32927.0,数学学院,2008
200900133780,杜艳,男,21.0,33436.0,化学与化工学院,2008
200900133781,韩在录,女,24.0,32343.0,,2007
200900133782,高春庆,女,19.0,33977.0,计算机科学与技术学院,2011
200900133784,兰志军,女,21.0,33577.0,计算机科学与技术学院,2010
200900133785,李慧明,男,21.0,33292.0,信息科学与工程学院,2006
200900133787,李俊义,女,19.0,33985.0,计算机科学与技术学院,2005
200900133788,李燕斌,,21.0,33414.0,哲学与社会发展学院,2008
200900133790,刘立军,男,24.0,32185.0,数学学院,2005
200900133791,李惠杰,男,19.0,34235.0,历史文化学院,2009
200900133792,陈海燕,女,22.0,33158.0,,2009
200900133793,杜玉生,,22.0,33209.0,软件学院,2005
200900133794,贺晋生,,23.0,32800.0,化学与化工学院,2009
200900133796,郝许强,女,22.0,33185.0,法学院,2011
200900133797,车伟,,18.0,34583.0,物理学院,2007
200900133798,刘金荣,男,22.0,32946.0,外国语学院,2011
200900133358,韩水青,女,18.0,34426.0,外国语学院,2010
200900133359,江治,男,23.0,32809.0,艺术学院,2010
200900133360,何爱凤,男,24.0,32474.0,管理学院,2011
200900133361,董绪印,女,22.0,33128.0,法学院,2011
200900133362,侯治峰,男,24.0,32403.0,环境科学与工程学院,2008
200900133363,郭明焕,女,23.0,32813.0,哲学与社会发展学院,2009
200900133364,崔军芳,男,24.0,32267.0,物理学院,2008
200900133365,冯爱国,男,24.0,32311.0,法学院,2006
200900133366,李娜,男,22.0,33040.0,软件学院,2008
200900133367,冯祥,女,23.0,32561.0,环境科学与工程学院,2005
200900133368,胡志兵,女,20.0,33705.0,化学与化工学院,2008
200900133369,李鹏鹏,女,23.0,32583.0,,2008
200900133370,晋建华,,22.0,33216.0,公共卫生学院,2004
200900133371,艾必江,女,21.0,33422.0,哲学与社会发展学院,2007
200900133372,李仁旺,,20.0,33705.0,艺术学院,2005
200900133373,成艳龙,男,18.0,34448.0,公共卫生学院,2007
200900133374,崔爱莲,女,20.0,33717.0,经济学院,2010
200900133375,康飞,男,20.0,33650.0,生命科学学院,2008
200900133376,卜晓英,女,23.0,32629.0,数学学院,2011
200900133377,曹文海,男,20.0,33829.0,环境科学与工程学院,2009
200900133378,郝国宏,男,24.0,32158.0,经济学院,2010
200900133379,李军,,22.0,33097.0,信息科学与工程学院,2010
200900133380,刘国英,女,22.0,33216.0,生命科学学院,2005
200900133381,白文奎,,23.0,32728.0,医学院,2007
200900133382,康进军,男,18.0,34341.0,物理学院,2011
200900133383,李爱飞,女,20.0,33639.0,信息科学与工程学院,2004
200900133384,李文明,,18.0,34452.0,马克思主义学院,2006
200900133385,贾炯,男,19.0,34066.0,数学学院,2007
200900133386,李鸿喜,男,20.0,33899.0,计算机科学与技术学院,2007
200900133387,李虎威,男,20.0,33925.0,马克思主义学院,2008
200900133388,黄建民,,24.0,32461.0,环境科学与工程学院,2004
200900133389,程宝专,女,23.0,32614.0,管理学院,2005
200900133390,郭立,女,19.0,34006.0,艺术学院,2009
200900133391,曹明亮,男,23.0,32575.0,马克思主义学院,2009
200900133392,高双贵,男,22.0,33105.0,艺术学院,2010
200900133393,耿瑞,男,22.0,33232.0,信息科学与工程学院,2006
200900133394,李永剑,,18.0,34542.0,历史文化学院,2007
200900133395,李新亮,男,20.0,33930.0,外国语学院,2005
200900133396,李朝虹,男,21.0,33544.0,管理学院,2011
200900133397,刘海生,女,19.0,34099.0,,2007
200900133398,刘付新,,22.0,33057.0,外国语学院,2011
200900133399,白志强,男,24.0,32151.0,物理学院,2008
200900133400,贾二平,男,21.0,33346.0,法学院,2011
200900133401,刘保明,,23.0,32617.0,计算机科学与技术学院,2007
200900133403,贺原平,女,22.0,32899.0,医学院,2006
200900133404,杜红伟,女,22.0,33052.0,国际教育学院,2010
200900133405,陈志强,女,20.0,33766.0,信息科学与工程学院,2008
200900133407,杜官伟,女,21.0,33250.0,软件学院,2009
200900133408,郭庭军,男,23.0,32609.0,法学院,2005
200900133409,梁平平,女,19.0,34060.0,软件学院,2004
200900133410,梁贵,男,21.0,33590.0,公共卫生学院,2007
200900133412,梁金凤,女,24.0,32375.0,环境科学与工程学院,2005
200900133413,关爱英,女,24.0,32277.0,数学学院,2004
200900133414,郎建伟,男,23.0,32802.0,公共卫生学院,2006
200900133415,崔兆新,男,20.0,33787.0,马克思主义学院,2010
200900133417,李宁,男,21.0,33561.0,医学院,2010
200900133418,贾国强,女,18.0,34482.0,哲学与社会发展学院,2005
200900133419,李学勤,女,21.0,33284.0,信息科学与工程学院,2005
200900133421,白帆,女,23.0,32732.0,化学与化工学院,2010
200900133422,陈超英,女,18.0,34601.0,公共卫生学院,2006
200900133423,李秀珍,女,18.0,34648.0,生命科学学院,2010
200900133425,郝国宏,,23.0,32523.0,马克思主义学院,2009
200900133426,付银生,女,20.0,33716.0,数学学院,2007
200900133427,白克明,女,24.0,32359.0,物理学院,2006
200900133428,崔爱红,男,23.0,32573.0,法学院,2009
200900133429,郭路兵,男,22.0,33150.0,生命科学学院,2005
200900133431,李强,女,23.0,32847.0,国际教育学院,2007
200900133432,李建军,女,21.0,33332.0,物理学院,2006
200900133433,陈晋平,男,21.0,33428.0,经济学院,2007
200900133434,杜和平,女,24.0,32186.0,公共卫生学院,2006
200900133435,常鹏飞,女,19.0,34166.0,,2007
200900133437,康文斌,男,23.0,32839.0,软件学院,2008
200900133438,李补中,男,20.0,33804.0,艺术学院,2006
200900133439,范复员,男,21.0,33294.0,历史文化学院,2009
200900133440,郭矿平,男,22.0,33223.0,经济学院,2009
200900133441,李文斌,男,24.0,32147.0,软件学院,2006
200900133442,付军伟,,22.0,32913.0,,2010
200900133444,陈鹏,女,23.0,32797.0,物理学院,2011
200900133445,崔青书,男,18.0,34478.0,国际教育学院,2007
200900133446,李宽学,男,21.0,33459.0,外国语学院,2005
200900133447,李强,女,19.0,33978.0,化学与化工学院,2008
200900133448,李三财,,23.0,32694.0,马克思主义学院,2010
200900133450,李全喜,女,20.0,33665.0,化学与化工学院,2008
200900133451,韩志敏,女,19.0,34238.0,化学与化工学院,2008
200900133453,冯宾,女,18.0,34694.0,法学院,2006
200900133454,弓海俊,男,18.0,34410.0,计算机科学与技术学院,2010
200900133455,贾栓全,男,23.0,32619.0,艺术学院,2011
200900133456,杜成云,女,24.0,32287.0,国际教育学院,2008
200900133457,郝爱爱,男,18.0,34352.0,法学院,2005
200900133459,白建明,女,22.0,33105.0,国际教育学院,2011
200900133460,李永兵,,19.0,34201.0,法学院,2005
200900133461,段飞飞,女,24.0,32356.0,管理学院,2004
200900133462,崔二小,男,20.0,33775.0,经济学院,2009
200900133463,丁巧丽,男,21.0,33508.0,医学院,2011
200900133464,胡少华,男,20.0,33959.0,医学院,2008
200900133466,董明明,男,20.0,33760.0,外国语学院,2006
200900133467,黄鑫,男,21.0,33250.0,计算机科学与技术学院,2010
200900133468,贾传福,女,20.0,33770.0,软件学院,2007
200900133469,白雪岩,女,22.0,32978.0,软件学院,2006
200900133471,程荣平,男,19.0,34129.0,马克思主义学院,2005
200900133472,高培林,男,18.0,34431.0,物理学院,2007
200900133473,李香凤,男,20.0,33799.0,国际教育学院,2004
200900133474,梁树林,男,23.0,32560.0,软件学院,2011
200900133476,高四清,女,19.0,34050.0,哲学与社会发展学院,2009
200900133477,白金平,男,18.0,34390.0,计算机科学与技术学院,2006
200900133479,成怀家,男,18.0,34674.0,艺术学院,2009
200900132353,李彦牛,男,18.0,34543.0,计算机科学与技术学院,2008
200900132359,白宪伟,男,22.0,33148.0,马克思主义学院,2007
200900132364,李军,女,23.0,32840.0,信息科学与工程学院,2011
200900132369,樊春苗,女,22.0,32928.0,外国语学院,2010
200900132457,曹玉清,男,21.0,33320.0,生命科学学院,2005
200900132463,刘建荣,男,24.0,32168.0,马克思主义学院,2005
200900132468,刘福印,女,24.0,32162.0,生命科学学院,2007
200900132473,常建新,男,23.0,32515.0,管理学院,2010
200900132478,董保惠,男,24.0,32225.0,国际教育学院,2009
200900132483,杜志明,男,24.0,32376.0,计算机科学与技术学院,2004
200900132488,李敏,男,21.0,33397.0,物理学院,2008
200900132494,李卫广,,19.0,34032.0,信息科学与工程学院,2006
200900132498,韩晓峰,女,24.0,32407.0,生命科学学院,2007
200900132503,崔炎斌,,20.0,33642.0,环境科学与工程学院,2004
200900132507,樊振民,,23.0,32789.0,软件学院,2010
200900132513,程广凯,男,22.0,33210.0,软件学院,2010
200900132519,崔玉文,,18.0,34368.0,马克思主义学院,2008
200900132528,贾保林,女,24.0,32235.0,公共卫生学院,2007
200900132612,贺晶星,男,18.0,34611.0,外国语学院,2010
200900132617,李新学,男,19.0,33974.0,历史文化学院,2007
200900132621,李富荣,女,19.0,34269.0,信息科学与工程学院,2004
200900132628,测试八,女,19.0,34129.0,经济学院,2010
200900132634,郭庆亮,女,22.0,32928.0,外国语学院,2008
200900132639,陈存新,男,19.0,34166.0,生命科学学院,2010
200900132591,韩伟伟,,22.0,32969.0,计算机科学与技术学院,2011
200900132592,杜怀德,男,21.0,33517.0,生命科学学院,2005
200900132593,贾玉林,女,18.0,34446.0,信息科学与工程学院,2008
200900132594,白泽民,男,18.0,34682.0,软件学院,2007
200900132595,冯玉文,男,24.0,32474.0,外国语学院,2010
200900132596,梁春明,女,20.0,33641.0,国际教育学院,2009
200900132597,霍冬旭,女,20.0,33627.0,哲学与社会发展学院,2007
200900132598,李格平,男,19.0,34269.0,艺术学院,2004
200900132599,陈建军,,18.0,34556.0,化学与化工学院,2011
200900132600,贾玉明,女,21.0,33429.0,公共卫生学院,2008
200900132601,李彦,男,19.0,34199.0,医学院,2005
200900132602,丁石头,女,21.0,33339.0,公共卫生学院,2004
200900132603,李省归,女,24.0,32203.0,管理学院,2009
200900132604,李玮,男,21.0,33440.0,哲学与社会发展学院,2010
200900132605,梁永钉,男,23.0,32856.0,国际教育学院,2008
200900132606,高玉照,男,18.0,34605.0,法学院,2008
200900132607,安雅林,男,18.0,34658.0,数学学院,2009
200900132608,龚贵生,男,23.0,32728.0,国际教育学院,2008
200900132609,胡园园,男,22.0,32984.0,管理学院,2004
200900132610,李俊伟,男,24.0,32379.0,化学与化工学院,2010
200900132611,贾培田,男,24.0,32448.0,哲学与社会发展学院,2011
200900132613,常明丽,,21.0,33573.0,软件学院,2008
200900132614,刘建刚,女,18.0,34412.0,马克思主义学院,2008
200900132615,韩丽,女,18.0,34642.0,医学院,2009
200900132616,刘墩墩,男,18.0,34629.0,管理学院,2009
200900132618,成保民,男,18.0,34525.0,环境科学与工程学院,2005
200900132619,郝贵平,女,19.0,34230.0,马克思主义学院,2005
200900132620,艾心强,男,18.0,34543.0,管理学院,2005
200900132622,边晓春,男,21.0,33531.0,信息科学与工程学院,2011
200900132623,胡凤如,,21.0,33565.0,物理学院,2004
200900132624,李祥,女,19.0,34046.0,哲学与社会发展学院,2008
200900132625,梁俊成,男,22.0,32881.0,法学院,2005
200900132626,刘德荣,女,20.0,33849.0,,2004
200900132627,曹全备,,20.0,33660.0,经济学院,2009
200900132629,樊汇国,,22.0,33051.0,,2008
200900132630,贾志坚,男,22.0,33044.0,历史文化学院,2011
200900132631,郭宏斌,女,21.0,33445.0,历史文化学院,2008
200900132632,林剑波,女,19.0,33994.0,物理学院,2011
200900132633,陈福东,男,20.0,33941.0,生命科学学院,2004
200900132635,李洋,男,18.0,34618.0,计算机科学与技术学院,2008
